Text,Image,Folio
urn:cts:greekLit:tlg5026.msAext.hmt:12.F1,"urn:cite:hmt:vaimg.VA163RN-0334@0.8447,0.5429,0.0381,0.0248",urn:cite:hmt:msA.163r
urn:cts:greekLit:tlg5026.msAext.hmt:12.A1,"urn:cite:hmt:vaimg.VA154VN-0656@0.1542,0.1104,0.4084,0.7678",urn:cite:hmt:msA.154v
urn:cts:greekLit:tlg5026.msAext.hmt:12.A2,"urn:cite:hmt:vaimg.VA154VN-0656@0.1232,0.5316,0.0301,0.0218",urn:cite:hmt:msA.154v
urn:cts:greekLit:tlg5026.msAext.hmt:12.B1,"urn:cite:hmt:vaimg.VA155RN-0327@0.8434,0.361,0.0299,0.016",urn:cite:hmt:msA.155r
urn:cts:greekLit:tlg5026.msAext.hmt:12.E2,"urn:cite:hmt:vaimg.VA157VN-0659@0.1411,0.4343,0.036,0.0195",urn:cite:hmt:msA.157v
urn:cts:greekLit:tlg5026.msAext.hmt:12.G1,"urn:cite:hmt:vaimg.VA157RN-0328@0.8288,0.305,0.043,0.0233",urn:cite:hmt:msA.157r
