Text,Image
urn:cts:greekLit:tlg0012.tlg001.msA:12.403,"urn:cite:hmt:vaimg.VA162VN-0664@0.4885,0.2171,0.4014,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:12.404,"urn:cite:hmt:vaimg.VA162VN-0664@0.4865,0.2389,0.4094,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:12.405,"urn:cite:hmt:vaimg.VA162VN-0664@0.4845,0.26,0.4044,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:12.406,"urn:cite:hmt:vaimg.VA162VN-0664@0.4865,0.2772,0.4294,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:12.407,"urn:cite:hmt:vaimg.VA162VN-0664@0.4825,0.296,0.4294,0.026"
urn:cts:greekLit:tlg0012.tlg001.msA:12.408,"urn:cite:hmt:vaimg.VA162VN-0664@0.4795,0.3133,0.4294,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.409,"urn:cite:hmt:vaimg.VA162VN-0664@0.4805,0.3343,0.4294,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.410,"urn:cite:hmt:vaimg.VA162VN-0664@0.4815,0.3554,0.4294,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.411,"urn:cite:hmt:vaimg.VA162VN-0664@0.4875,0.3749,0.4294,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.412,"urn:cite:hmt:vaimg.VA162VN-0664@0.4895,0.3929,0.4294,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.413,"urn:cite:hmt:vaimg.VA162VN-0664@0.4845,0.4132,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.414,"urn:cite:hmt:vaimg.VA162VN-0664@0.4885,0.4298,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.415,"urn:cite:hmt:vaimg.VA162VN-0664@0.4785,0.447,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.416,"urn:cite:hmt:vaimg.VA162VN-0664@0.4815,0.4666,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.417,"urn:cite:hmt:vaimg.VA162VN-0664@0.4815,0.4853,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.418,"urn:cite:hmt:vaimg.VA162VN-0664@0.4865,0.5049,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.419,"urn:cite:hmt:vaimg.VA162VN-0664@0.4845,0.5244,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.420,"urn:cite:hmt:vaimg.VA162VN-0664@0.4835,0.5432,0.4324,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.421,"urn:cite:hmt:vaimg.VA162VN-0664@0.4765,0.5597,0.4324,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.422,"urn:cite:hmt:vaimg.VA162VN-0664@0.4695,0.5793,0.4324,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.423,"urn:cite:hmt:vaimg.VA162VN-0664@0.4745,0.5995,0.4324,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.424,"urn:cite:hmt:vaimg.VA162VN-0664@0.4885,0.6168,0.4444,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.425,"urn:cite:hmt:vaimg.VA162VN-0664@0.4725,0.6349,0.4314,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.426,"urn:cite:hmt:vaimg.VA162VN-0664@0.4795,0.6544,0.4334,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.427,"urn:cite:hmt:vaimg.VA162VN-0664@0.4865,0.6732,0.4334,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:12.428,"urn:cite:hmt:vaimg.VA163RN-0334@0.1782,0.1946,0.4444,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.429,"urn:cite:hmt:vaimg.VA163RN-0334@0.1822,0.2141,0.4444,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.430,"urn:cite:hmt:vaimg.VA163RN-0334@0.1742,0.2374,0.4304,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.431,"urn:cite:hmt:vaimg.VA163RN-0334@0.1772,0.2554,0.4304,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.432,"urn:cite:hmt:vaimg.VA163RN-0334@0.1782,0.2727,0.4184,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.433,"urn:cite:hmt:vaimg.VA163RN-0334@0.1782,0.2923,0.4384,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.434,"urn:cite:hmt:vaimg.VA163RN-0334@0.1782,0.3125,0.4314,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.435,"urn:cite:hmt:vaimg.VA163RN-0334@0.1792,0.3313,0.4314,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.436,"urn:cite:hmt:vaimg.VA163RN-0334@0.1752,0.3509,0.4314,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.437,"urn:cite:hmt:vaimg.VA163RN-0334@0.1742,0.3711,0.4484,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.438,"urn:cite:hmt:vaimg.VA163RN-0334@0.1722,0.3884,0.4394,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:12.439,"urn:cite:hmt:vaimg.VA163RN-0334@0.1772,0.4057,0.3834,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:12.440,"urn:cite:hmt:vaimg.VA163RN-0334@0.1712,0.4215,0.4404,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:12.441,"urn:cite:hmt:vaimg.VA163RN-0334@0.1742,0.4455,0.4024,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:12.442,"urn:cite:hmt:vaimg.VA163RN-0334@0.1712,0.4621,0.4304,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:12.443,"urn:cite:hmt:vaimg.VA163RN-0334@0.1732,0.4808,0.4214,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:12.444,"urn:cite:hmt:vaimg.VA163RN-0334@0.1752,0.5019,0.4535,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:12.445,"urn:cite:hmt:vaimg.VA163RN-0334@0.1752,0.5192,0.4224,0.0338"
